time,NO2,CO,PM2.5,PM10
2019-01-23 18:00,24.8,2590.3,76.8,162.0
2019-01-23 19:00,40.1,2833.5,79.7,208.8
2019-01-23 20:00,43.9,2434.3,76.1,124.8
2019-01-23 21:00,21.0,1979.4,71.9,140.1
2019-01-23 22:00,40.1,2107.0,90.0,291.1
2019-01-23 23:00,17.2,1790.6,102.6,292.5
2019-01-24 00:00,15.3,1366.9,118.1,231.3
2019-01-24 01:00,3.8,1534.3,91.7,197.4
2019-01-24 02:00,3.8,1581.7,114.9,258.3
2019-01-24 03:00,22.9,1246.3,80.0,177.0
2019-01-24 04:00,19.1,1212.9,83.6,188.2
2019-01-24 05:00,19.1,1271.5,70.5,213.9
2019-01-24 06:00,28.6,1417.4,98.8,259.8
2019-01-24 07:00,38.2,1787.5,113.3,232.1
2019-01-24 08:00,45.8,4211.0,107.7,228.2
2019-01-24 09:00,40.1,3679.8,91.7,195.0
2019-01-24 10:00,49.7,3004.5,105.6,205.0
2019-01-24 11:00,40.1,2148.2,97.9,203.0
2019-01-24 12:00,21.0,1978.6,86.8,186.0
2019-01-24 13:00,7.6,1805.7,101.2,216.0
2019-01-24 14:00,9.5,1586.5,97.0,203.0
2019-01-25 10:00,28.6,3191.5,159.1,215.4
2019-01-25 11:00,36.3,2813.2,168.1,234.1
2019-01-25 12:00,40.1,3100.5,157.0,219.5
2019-01-25 13:00,30.6,3054.1,167.0,245.6
2019-01-25 14:00,26.7,2585.5,171.6,243.5
2019-01-25 15:00,19.1,2239.7,117.7,185.4
2019-01-25 16:00,17.2,2562.3,109.3,171.7
2019-01-25 17:00,36.3,3381.5,98.5,158.8
2019-01-25 18:00,34.4,4262.8,160.1,277.3
2019-01-25 19:00,32.5,3892.8,76.6,108.6
2019-01-25 20:00,24.8,3009.9,155.4,285.8
2019-01-25 21:00,32.5,2921.5,83.4,119.6
2019-01-25 22:00,28.6,2677.5,75.5,106.8
2019-01-25 23:00,21.0,2169.6,87.2,109.6
2019-01-26 00:00,15.3,1835.8,114.9,170.9
2019-01-26 01:00,15.3,1549.4,95.9,140.1
2019-01-26 02:00,11.5,1568.6,95.6,155.8
2019-01-26 03:00,17.2,1454.4,79.5,129.6
2019-01-26 04:00,7.6,1299.1,73.8,120.3
2019-01-26 05:00,7.6,1383.1,66.5,108.4
2019-01-26 06:00,11.5,1689.3,80.2,130.7
2019-01-26 07:00,17.2,1940.0,95.6,155.9
2019-01-26 08:00,19.1,2402.9,86.5,141.0
2019-01-26 09:00,18.3,2341.3,98.2,143.7
2019-01-26 10:00,11.5,2036.3,80.6,143.6
2019-01-26 11:00,13.4,2009.7,72.6,128.2
2019-01-26 12:00,11.5,1835.1,82.7,142.1
2019-01-26 13:00,3.8,1895.2,76.3,131.1
2019-01-26 14:00,5.7,1679.5,56.6,95.6
2019-01-26 15:00,9.5,1691.3,77.4,107.0
2019-01-26 16:00,15.3,1972.4,91.6,126.6
2019-01-26 17:00,21.0,2164.3,106.7,147.5
2019-01-26 18:00,22.9,2232.7,83.9,115.9
2019-01-26 19:00,34.4,2840.3,98.2,135.8
2019-01-26 20:00,45.8,2866.9,87.3,125.9
2019-01-26 21:00,42.0,3547.1,116.4,167.9
2019-01-26 22:00,40.1,3394.9,136.3,215.1
2019-01-26 23:00,30.6,3830.1,138.3,281.5
2019-01-27 00:00,17.2,3906.9,132.0,255.8
2019-01-27 01:00,13.4,3956.3,147.5,248.6
2019-01-27 02:00,11.5,3166.5,116.6,184.1
2019-01-27 03:00,15.3,3509.7,144.4,275.2
2019-01-27 04:00,13.4,2367.3,163.8,290.1
2019-01-27 05:00,7.6,2236.3,116.3,167.7
2019-01-27 06:00,11.5,1944.6,107.0,154.2
2019-01-27 07:00,11.5,2543.6,113.8,164.1
2019-01-27 08:00,21.0,3184.6,116.3,167.7
2019-01-27 09:00,42.0,3449.0,128.3,185.0
2019-01-27 10:00,51.6,2575.1,99.8,154.8
2019-01-27 11:00,55.4,2223.8,108.5,168.4
2019-01-27 12:00,51.6,2104.1,85.7,133.0
2019-01-27 13:00,45.8,2130.9,142.6,252.4
2019-01-27 14:00,5.7,1420.9,65.0,115.7
2019-01-27 15:00,5.7,1342.5,78.4,109.1
2019-01-27 16:00,13.4,1323.5,47.5,142.8
2019-01-27 17:00,5.7,1584.1,51.1,114.5
2019-01-27 18:00,15.3,1945.5,45.0,126.3
2019-01-27 19:00,11.5,1616.3,41.4,82.8
2019-01-27 20:00,13.4,1337.7,47.3,131.9
2019-01-27 21:00,7.6,1298.5,44.1,131.8
2019-01-27 22:00,17.2,1336.6,56.3,150.6
2019-01-27 23:00,22.9,1159.1,74.9,121.7
2019-01-28 00:00,11.5,1222.6,59.9,96.3
2019-01-28 01:00,11.5,929.3,47.2,102.8
2019-01-28 02:00,3.8,855.1,66.4,119.0
2019-01-28 03:00,5.7,852.5,50.3,103.1
2019-01-28 04:00,9.5,869.5,47.7,94.6
2019-01-28 05:00,11.5,906.5,76.4,87.7
2019-01-28 06:00,15.3,1138.1,64.3,147.5
2019-01-28 07:00,19.1,1517.5,50.8,128.9
2019-01-28 08:00,24.8,2490.0,66.2,159.5
2019-01-28 09:00,13.4,1795.5,62.1,120.2
2019-01-28 10:00,5.7,1446.3,48.5,97.7
2019-01-28 11:00,5.7,1254.9,67.2,139.2
2019-01-28 12:00,11.5,1439.5,50.3,110.3
2019-01-28 13:00,7.6,1268.3,48.1,96.1
2019-01-28 14:00,9.5,1302.1,43.7,80.7
2019-01-28 15:00,7.6,1115.7,38.9,80.7
2019-01-28 16:00,22.9,1242.7,46.6,94.6
2019-01-28 17:00,7.6,1492.3,37.5,78.3
2019-01-28 18:00,11.5,1430.1,52.4,108.4
2019-01-28 19:00,5.7,1362.4,56.1,117.5
2019-01-28 20:00,11.5,1209.1,33.2,68.4
2019-01-28 21:00,7.6,1000.5,48.7,95.1
2019-01-28 22:00,5.7,928.6,33.3,75.4
2019-01-28 23:00,3.8,887.5,38.4,84.2
2019-01-29 00:00,3.8,780.3,37.0,85.8
2019-01-29 01:00,5.7,689.7,42.8,97.6
2019-01-29 02:00,3.8,646.3,49.4,110.3
2019-01-29 03:00,3.8,671.5,33.8,79.6
2019-01-29 04:00,11.5,729.4,29.1,63.9
2019-01-29 05:00,7.6,699.2,27.4,64.2
2019-01-29 06:00,15.3,960.9,33.2,77.1
2019-01-29 07:00,28.6,1310.9,31.6,61.5
2019-01-29 08:00,34.4,2693.1,52.5,106.6
2019-01-29 09:00,34.4,2748.9,42.1,84.8
2019-01-29 10:00,42.0,2829.7,40.8,81.2
2019-01-29 11:00,43.9,2847.3,45.1,90.8
2019-01-29 12:00,47.7,1895.1,52.8,104.7
2019-01-29 13:00,40.1,1631.8,58.3,117.9
2019-01-29 14:00,36.3,1454.1,51.9,108.2
