time,NO2,CO,PM2.5,PM10
2019-01-26 13:00,21.0,983.1,81.8,114.39
2019-01-26 14:00,13.4,709.8,47.5,72.48
2019-01-26 15:00,11.5,870.2,108.4,171.2
2019-01-26 16:00,21.0,970.3,79.1,149.0
2019-01-26 17:00,24.8,1335.1,85.9,154.0
2019-01-26 18:00,34.4,1614.5,82.0,143.6
2019-01-26 19:00,40.1,1934.3,91.6,154.6
2019-01-26 20:00,49.7,2518.0,113.3,178.8
2019-01-26 21:00,32.5,2398.9,79.8,159.6
2019-01-26 22:00,38.2,2545.7,91.2,169.2
2019-01-26 23:00,21.0,2316.3,150.5,237.6
2019-01-27 00:00,11.5,2981.9,81.5,168.6
2019-01-27 01:00,24.8,2374.2,104.9,165.6
2019-01-27 02:00,1.9,2078.9,87.8,148.6
2019-01-27 03:00,15.3,2085.7,114.4,180.6
2019-01-27 04:00,7.6,1365.5,96.3,159.4
2019-01-27 05:00,5.7,1125.2,110.4,174.3
2019-01-27 06:00,4.3,1428.6,109.4,172.7
2019-01-27 07:00,5.7,1769.3,108.1,180.6
2019-01-27 08:00,9.5,2276.1,156.1,246.4
2019-01-27 09:00,40.1,2781.3,132.3,208.8
2019-01-27 10:00,64.9,2849.5,104.5,161.7
2019-01-27 11:00,63.0,1377.6,90.0,121.4
2019-01-27 12:00,57.3,1307.5,124.2,240.3
2019-01-27 13:00,24.8,1013.2,107.2,171.5
2019-01-27 14:00,22.9,777.7,62.1,153.8
2019-01-27 15:00,24.8,578.7,50.1,112.1
2019-01-27 16:00,30.6,665.6,68.0,140.6
2019-01-27 17:00,13.4,755.8,54.7,160.1
2019-01-27 18:00,24.8,1345.2,52.9,174.6
2019-01-27 19:00,22.9,1084.1,62.9,131.0
2019-01-27 20:00,24.8,678.1,52.0,106.2
2019-01-27 21:00,11.5,914.2,51.0,197.1
2019-01-27 22:00,26.7,851.1,53.3,393.5
2019-01-27 23:00,21.0,734.3,57.3,441.2
2019-01-28 00:00,9.5,539.5,59.2,146.6
2019-01-28 01:00,30.6,388.3,54.0,109.4
2019-01-28 02:00,3.8,294.9,43.6,92.7
2019-01-28 03:00,1.9,315.9,42.7,184.6
2019-01-28 04:00,3.2,271.9,50.1,92.2
2019-01-28 05:00,11.5,429.9,41.6,96.7
2019-01-28 06:00,21.0,605.7,53.7,131.5
2019-01-28 07:00,26.7,911.1,61.8,95.8
2019-01-28 08:00,34.4,1838.1,52.5,103.3
2019-01-28 09:00,26.7,1177.1,62.1,120.2
2019-01-28 10:00,22.9,769.5,48.5,97.7
2019-01-28 11:00,22.9,657.7,67.2,139.2
2019-01-28 12:00,7.6,738.2,50.3,110.3
2019-01-28 13:00,5.7,551.8,48.1,96.1
2019-01-28 14:00,7.6,704.9,54.0,110.8
2019-01-28 15:00,17.2,657.0,48.4,118.4
2019-01-28 16:00,21.0,996.1,41.3,87.0
2019-01-28 17:00,19.1,1241.6,30.3,46.2
2019-01-28 18:00,9.5,1276.3,25.9,52.5
2019-01-28 19:00,19.1,1023.2,27.6,36.5
2019-01-28 20:00,19.1,710.0,31.6,47.3
2019-01-28 21:00,13.4,602.9,22.3,44.4
2019-01-28 22:00,22.9,608.9,26.8,59.7
2019-01-28 23:00,13.4,569.5,33.1,70.2
2019-01-29 00:00,17.2,342.9,36.7,74.0
2019-01-29 01:00,7.6,218.8,41.3,85.9
2019-01-29 02:00,1.9,190.7,40.3,79.7
2019-01-29 03:00,5.7,120.6,33.2,67.9
2019-01-29 04:00,1.9,152.7,44.0,86.4
2019-01-29 05:00,15.3,177.1,37.9,75.3
2019-01-29 06:00,11.5,326.1,32.8,68.1
2019-01-29 07:00,24.8,766.3,29.1,60.9
2019-01-29 08:00,21.0,1673.5,47.2,107.7
2019-01-29 09:00,21.0,1519.5,44.5,92.2
2019-01-29 10:00,34.4,1130.3,43.1,85.4
2019-01-29 11:00,34.4,1650.3,47.4,95.0
2019-01-29 12:00,53.5,1237.9,55.1,108.9
2019-01-29 13:00,57.3,1195.7,50.5,101.8
2019-01-29 14:00,32.5,1039.5,62.8,125.7
