time,NO2,CO,PM2.5,PM10
2019-01-23 18:00,49.7,1280.7,85.1,158.9
2019-01-23 19:00,51.6,1517.5,90.7,166.1
2019-01-23 20:00,126.1,1753.6,106.0,156.3
2019-01-23 21:00,61.1,1396.5,101.5,191.0
2019-01-23 22:00,30.6,1136.9,104.1,209.2
2019-01-23 23:00,19.1,826.2,106.6,208.2
2019-01-24 00:00,32.5,835.3,104.7,213.4
2019-01-24 01:00,28.6,773.3,91.8,166.5
2019-01-24 02:00,32.5,798.1,111.6,161.6
2019-01-24 03:00,97.4,806.6,134.5,187.5
2019-01-24 04:00,70.7,775.5,90.0,157.2
2019-01-24 05:00,66.8,866.1,88.6,186.5
2019-01-24 06:00,68.8,1002.4,83.2,171.5
2019-01-24 07:00,72.6,1266.1,75.8,157.2
2019-01-24 08:00,105.0,2196.5,88.8,180.8
2019-01-24 09:00,55.4,1617.4,74.6,156.6
2019-01-24 10:00,51.6,1290.7,64.9,177.5
2019-01-24 11:00,70.7,1214.2,106.7,220.7
2019-01-24 12:00,66.8,1080.6,113.6,238.3
2019-01-24 13:00,34.4,1038.1,105.4,217.1
2019-01-24 14:00,24.8,949.7,102.4,224.1
2019-01-25 10:00,112.7,3353.5,143.7,203.25
2019-01-25 11:00,95.5,2852.4,141.7,203.25
2019-01-25 12:00,76.4,2479.3,133.8,178.86
2019-01-25 13:00,66.8,2096.9,153.2,235.77
2019-01-25 14:00,59.2,1824.5,171.2,257.46
2019-01-25 15:00,53.5,1859.1,112.7,157.2
2019-01-25 16:00,53.5,1925.1,93.0,157.7
2019-01-25 17:00,66.8,2200.4,122.3,187.1
2019-01-25 18:00,80.2,2885.7,102.9,157.5
2019-01-25 19:00,84.0,3031.8,106.9,163.6
2019-01-25 20:00,43.9,2082.8,96.7,148.0
2019-01-25 21:00,43.9,2046.5,103.3,158.1
2019-01-25 22:00,64.9,2207.7,106.5,163.0
2019-01-25 23:00,51.6,2069.8,82.6,126.3
2019-01-26 00:00,34.4,1511.9,98.2,150.2
2019-01-26 01:00,43.9,1557.3,105.6,161.7
2019-01-26 02:00,38.2,1211.9,92.5,141.5
2019-01-26 03:00,38.2,1136.7,130.8,230.7
2019-01-26 04:00,24.8,922.3,115.5,222.7
2019-01-26 05:00,30.6,1014.6,127.7,195.4
2019-01-26 06:00,30.6,1460.9,106.4,162.9
2019-01-26 07:00,36.3,1693.9,116.4,178.2
2019-01-26 08:00,42.0,1749.7,108.6,166.2
2019-01-26 09:00,36.5,1801.2,109.0,166.7
2019-01-26 10:00,36.3,1675.5,93.4,151.8
2019-01-26 11:00,38.2,1470.1,85.9,139.4
2019-01-26 12:00,28.6,1276.7,81.1,141.3
2019-01-26 13:00,17.2,1000.7,77.9,126.0
2019-01-26 14:00,13.4,1079.7,72.7,115.8
2019-01-26 15:00,28.6,1072.3,75.1,118.8
2019-01-26 16:00,24.8,1140.6,75.1,118.8
2019-01-26 17:00,40.1,1318.9,97.7,154.4
2019-01-26 18:00,49.7,1713.6,103.0,162.8
2019-01-26 19:00,68.8,2319.5,141.3,223.4
2019-01-26 20:00,103.1,2740.9,107.8,170.5
2019-01-26 21:00,66.8,2319.5,104.1,164.6
2019-01-26 22:00,68.8,2767.0,111.6,176.4
2019-01-26 23:00,38.2,2775.3,78.1,123.5
2019-01-27 00:00,26.7,2302.1,93.0,147.0
2019-01-27 01:00,17.2,2793.0,121.4,207.2
2019-01-27 02:00,15.3,2916.2,124.0,211.7
2019-01-27 03:00,15.3,2679.3,155.1,264.6
2019-01-27 04:00,21.0,1868.5,172.3,294.0
2019-01-27 05:00,17.2,1764.7,148.2,252.8
2019-01-27 06:00,5.7,1802.5,130.9,223.4
2019-01-27 07:00,22.9,1883.3,99.9,170.5
2019-01-27 08:00,32.5,2380.6,141.3,241.1
2019-01-27 09:00,93.6,2285.4,99.9,170.5
2019-01-27 10:00,129.9,1789.4,139.8,221.1
2019-01-27 11:00,135.6,1641.1,117.2,201.3
2019-01-27 12:00,93.6,1439.3,101.2,174.3
2019-01-27 13:00,74.5,1318.5,95.9,183.4
2019-01-27 14:00,22.9,773.6,67.1,109.4
2019-01-27 15:00,3.8,708.7,59.0,110.9
2019-01-27 16:00,13.4,694.8,36.5,77.6
2019-01-27 17:00,22.9,688.1,43.6,88.4
2019-01-27 18:00,42.0,1074.1,33.9,50.0
2019-01-27 19:00,28.6,951.4,59.8,137.0
2019-01-27 20:00,30.6,760.9,33.4,64.2
2019-01-27 21:00,24.8,964.6,51.2,84.6
2019-01-27 22:00,42.0,775.9,73.1,167.3
2019-01-27 23:00,30.6,870.5,43.6,74.0
2019-01-28 00:00,32.5,671.0,52.8,101.7
2019-01-28 01:00,32.5,602.5,45.7,60.5
2019-01-28 02:00,22.9,660.3,91.1,102.7
2019-01-28 03:00,11.5,554.8,88.3,180.5
2019-01-28 04:00,13.4,503.1,44.5,81.1
2019-01-28 05:00,21.0,521.2,30.7,139.1
2019-01-28 06:00,38.2,754.4,52.7,125.2
2019-01-28 07:00,43.9,1094.7,44.3,87.2
2019-01-28 08:00,43.9,1459.0,45.0,81.4
2019-01-28 09:00,47.7,950.0,47.1,96.9
2019-01-28 10:00,28.6,608.8,52.7,106.7
2019-01-28 11:00,7.6,491.6,61.6,122.6
2019-01-28 12:00,9.5,590.7,55.7,114.7
2019-01-28 13:00,7.6,477.4,47.5,95.3
2019-01-28 14:00,3.8,544.1,37.8,78.9
2019-01-28 15:00,13.4,479.5,52.0,99.8
2019-01-28 16:00,21.0,562.9,56.6,116.8
2019-01-28 17:00,19.1,593.2,41.3,81.0
2019-01-28 18:00,26.7,583.2,45.0,89.5
2019-01-28 19:00,26.7,535.2,41.2,82.1
2019-01-28 20:00,24.8,585.7,38.7,74.6
2019-01-28 21:00,21.0,468.8,36.4,71.8
2019-01-28 22:00,13.4,378.9,37.3,75.9
2019-01-28 23:00,19.1,411.4,20.7,42.7
2019-01-29 00:00,17.2,367.1,22.4,49.6
2019-01-29 01:00,24.8,337.6,25.7,54.0
2019-01-29 02:00,11.5,303.1,28.8,60.1
2019-01-29 03:00,15.3,276.5,28.6,58.7
2019-01-29 04:00,36.3,366.1,30.9,59.2
2019-01-29 05:00,45.8,430.3,20.6,47.7
2019-01-29 06:00,22.9,414.9,27.8,43.8
2019-01-29 07:00,21.0,725.6,39.4,68.0
2019-01-29 08:00,59.2,1539.9,40.4,59.5
2019-01-29 09:00,107.0,1811.4,31.8,62.3
2019-01-29 10:00,103.1,1875.1,40.3,79.9
2019-01-29 11:00,63.0,1228.9,46.2,102.0
2019-01-29 12:00,116.5,954.5,56.6,102.7
2019-01-29 13:00,68.8,822.4,65.2,110.8
2019-01-29 14:00,59.2,705.3,55.1,88.5
