time,NO2,CO,PM2.5,PM10
2019-01-25 22:00,24.5,2795.3,135.4,204.4
2019-01-25 23:00,28.4,3113.9,129.2,195.1
2019-01-26 00:00,21.8,2681.1,98.5,148.7
2019-01-26 01:00,19.0,3038.3,70.1,105.9
2019-01-26 02:00,17.9,3166.6,94.2,142.2
2019-01-26 03:00,20.6,2784.2,77.1,116.4
2019-01-26 04:00,19.2,1752.6,88.6,133.7
2019-01-26 05:00,21.3,1932.7,80.1,121.0
2019-01-26 06:00,12.0,2390.6,119.6,180.6
2019-01-26 07:00,12.0,2495.8,91.5,138.2
2019-01-26 08:00,18.2,2410.7,134.3,215.8
2019-01-26 09:00,17.6,2046.2,130.1,209.0
2019-01-26 10:00,27.6,1837.8,81.3,136.9
2019-01-26 11:00,24.9,1543.1,83.9,127.0
2019-01-26 12:00,21.2,1688.1,76.1,110.2
2019-01-26 13:00,17.6,1936.4,80.7,129.8
2019-01-26 14:00,33.0,2486.0,93.6,145.0
2019-01-26 15:00,36.2,1416.1,94.7,151.4
2019-01-26 16:00,30.3,1046.5,76.4,122.1
2019-01-26 17:00,24.4,1264.1,84.1,102.4
2019-01-26 18:00,16.7,1210.1,110.8,177.2
2019-01-26 19:00,21.1,1291.8,81.7,130.7
2019-01-26 20:00,30.3,1589.1,104.7,167.4
2019-01-26 21:00,42.7,1951.6,93.7,149.8
2019-01-26 22:00,37.2,2291.8,100.5,160.7
2019-01-26 23:00,31.2,2810.1,183.5,293.4
2019-01-27 00:00,33.9,2441.3,165.0,263.8
2019-01-27 01:00,37.2,1035.4,138.2,221.0
2019-01-27 02:00,23.4,1088.0,150.3,240.2
2019-01-27 03:00,45.8,1230.6,102.0,153.4
2019-01-27 04:00,40.7,1025.6,96.9,139.0
2019-01-27 05:00,39.8,1962.4,134.3,214.7
2019-01-27 06:00,36.0,1923.5,124.0,198.3
2019-01-27 07:00,43.8,2207.2,98.8,157.9
2019-01-27 08:00,57.6,2254.0,111.3,178.0
2019-01-27 09:00,63.1,2588.1,104.8,167.5
2019-01-27 10:00,45.2,1759.7,106.8,279.3
2019-01-27 11:00,39.2,1604.6,125.4,228.5
2019-01-27 12:00,41.2,1237.1,95.2,145.6
2019-01-27 13:00,21.1,1016.0,105.8,151.9
2019-01-27 14:00,28.4,1026.7,58.1,114.2
2019-01-27 15:00,20.3,1107.0,60.2,128.3
2019-01-27 16:00,20.3,1756.1,42.2,83.7
2019-01-27 17:00,31.8,1877.9,37.0,70.5
2019-01-27 18:00,24.6,1764.3,24.5,50.1
2019-01-27 19:00,26.0,1951.3,34.5,66.4
2019-01-27 20:00,18.0,1676.3,39.4,75.0
2019-01-27 21:00,23.0,1353.8,54.8,101.4
2019-01-27 22:00,19.1,1194.9,52.1,119.6
2019-01-27 23:00,28.9,1055.5,31.1,64.6
2019-01-28 00:00,12.2,960.4,51.5,102.6
2019-01-28 01:00,13.2,1096.3,61.5,118.6
2019-01-28 02:00,10.1,1641.3,36.9,68.8
2019-01-28 03:00,12.2,1594.5,54.0,124.6
2019-01-28 04:00,19.2,1592.7,61.1,164.8
2019-01-28 05:00,12.4,2240.3,57.7,124.8
2019-01-28 06:00,16.9,2294.6,37.8,79.5
2019-01-28 07:00,21.2,2534.1,62.9,133.8
2019-01-28 08:00,25.3,2524.9,91.1,185.4
2019-01-28 09:00,23.8,1536.1,50.9,92.4
2019-01-28 10:00,21.9,1594.1,62.1,125.4
2019-01-28 11:00,18.6,970.5,58.4,117.2
2019-01-28 12:00,10.2,869.3,45.9,96.4
2019-01-28 13:00,9.5,971.2,40.0,85.3
2019-01-28 14:00,10.5,1002.3,52.6,127.3
2019-01-28 15:00,14.7,1089.1,36.1,75.7
2019-01-28 16:00,14.9,612.7,44.1,89.5
2019-01-28 17:00,14.1,582.6,38.6,76.1
2019-01-28 18:00,12.3,496.1,47.5,96.7
2019-01-28 19:00,11.7,452.8,47.0,85.8
2019-01-28 20:00,18.0,844.7,34.7,65.0
2019-01-28 21:00,15.0,412.7,36.3,76.1
2019-01-28 22:00,12.3,375.8,42.7,84.6
2019-01-28 23:00,8.5,340.7,25.7,49.6
2019-01-29 00:00,9.8,383.7,28.4,55.0
2019-01-29 01:00,10.4,464.8,28.1,58.4
2019-01-29 02:00,10.4,537.9,31.0,61.6
2019-01-29 03:00,11.0,591.3,34.2,65.7
2019-01-29 04:00,11.0,1174.7,35.9,71.0
2019-01-29 05:00,13.6,1645.1,29.9,61.7
2019-01-29 06:00,11.6,1311.8,42.3,83.9
2019-01-29 07:00,9.9,1275.5,47.4,74.2
2019-01-29 08:00,11.4,1200.5,44.3,67.3
2019-01-29 09:00,9.8,959.5,36.5,50.2
2019-01-29 10:00,33.7,1102.5,52.8,113.3
2019-01-29 11:00,36.9,1460.6,48.5,106.9
2019-01-29 12:00,38.9,1541.5,57.6,112.3
2019-01-29 13:00,39.8,1724.1,47.8,96.1
2019-01-29 14:00,35.4,1163.3,58.7,117.6
