time,NO2,CO,PM2.5,PM10
2019-01-26 01:00,25.8,721.7,101.6,174.47
2019-01-26 02:00,37.6,5180.9,93.6,126.3
2019-01-26 03:00,40.0,5347.9,94.8,162.8
2019-01-26 04:00,32.2,5302.0,86.8,131.85
2019-01-26 05:00,34.0,2989.8,76.8,131.84
2019-01-26 06:00,30.4,2808.8,87.7,150.62
2019-01-26 07:00,36.4,2546.8,111.7,191.74
2019-01-26 08:00,24.2,1373.7,120.1,206.29
2019-01-26 09:00,22.3,1136.8,108.4,186.19
2019-01-26 10:00,25.2,2703.8,112.4,238.3
2019-01-26 11:00,23.1,2245.8,93.8,163.6
2019-01-26 12:00,21.3,1982.0,87.8,151.1
2019-01-26 13:00,19.9,1812.0,94.3,164.4
2019-01-26 14:00,15.4,1661.3,87.1,148.1
2019-01-26 15:00,26.9,1087.8,85.7,131.2
2019-01-26 16:00,25.1,1271.3,94.0,143.9
2019-01-26 17:00,23.1,1790.9,102.6,157.1
2019-01-26 18:00,21.1,1729.2,81.9,121.6
2019-01-26 19:00,19.1,1929.6,114.1,169.4
2019-01-26 20:00,31.2,1890.9,95.8,142.3
2019-01-26 21:00,18.1,1465.1,112.4,167.0
2019-01-26 22:00,42.2,1536.3,83.6,124.1
2019-01-26 23:00,22.1,1475.2,109.7,167.9
2019-01-27 00:00,35.2,1437.6,134.0,205.1
2019-01-27 01:00,41.5,1518.9,123.7,181.1
2019-01-27 02:00,24.1,1990.3,111.8,163.7
2019-01-27 03:00,24.1,2951.1,123.5,180.7
2019-01-27 04:00,19.1,2761.7,126.2,184.7
2019-01-27 05:00,27.2,2228.5,145.8,213.4
2019-01-27 06:00,23.1,3795.5,120.9,176.9
2019-01-27 07:00,20.1,2022.5,126.9,194.2
2019-01-27 08:00,25.1,2637.6,155.1,237.5
2019-01-27 09:00,27.1,3204.5,144.8,221.7
2019-01-27 10:00,24.14,1924.8,143.9,207.0
2019-01-27 11:00,41.27,1668.0,119.2,183.7
2019-01-27 12:00,54.08,1555.0,145.8,230.6
2019-01-27 13:00,40.98,1336.1,128.7,298.3
2019-01-27 14:00,45.8,1729.0,85.2,175.5
2019-01-27 15:00,45.8,1961.7,62.5,133.4
2019-01-27 16:00,36.3,2740.4,59.1,219.9
2019-01-27 17:00,51.6,2247.8,75.1,279.1
2019-01-27 18:00,43.9,3022.2,73.5,187.6
2019-01-27 19:00,28.2,3252.0,65.3,100.1
2019-01-27 20:00,16.4,2703.8,75.6,235.0
2019-01-27 21:00,17.8,2245.8,62.9,131.0
2019-01-27 22:00,14.8,1982.0,74.7,225.3
2019-01-27 23:00,13.9,1812.0,89.7,175.1
2019-01-28 00:00,14.2,1661.3,57.7,320.6
2019-01-28 01:00,13.4,813.0,62.5,170.8
2019-01-28 02:00,12.9,723.7,37.3,144.3
2019-01-28 03:00,10.2,720.0,88.6,382.9
2019-01-28 04:00,10.0,687.1,53.7,131.5
2019-01-28 05:00,9.4,1887.9,82.1,153.8
2019-01-28 06:00,9.5,4197.3,50.1,112.1
2019-01-28 07:00,9.5,3478.8,68.0,140.6
2019-01-28 08:00,9.8,3021.5,54.7,220.1
2019-01-28 09:00,106.9,2288.5,56.1,115.4
2019-01-28 10:00,123.9,1590.0,68.6,127.9
2019-01-28 11:00,55.1,1216.1,77.2,155.4
2019-01-28 12:00,79.4,1461.9,61.4,121.5
2019-01-28 13:00,81.8,1964.1,62.1,143.6
2019-01-28 14:00,87.5,1873.4,56.2,124.2
2019-01-28 15:00,20.2,891.2,50.1,96.1
2019-01-28 16:00,21.0,752.5,54.0,103.2
2019-01-28 17:00,22.5,651.1,62.6,128.6
2019-01-28 18:00,9.9,647.7,57.1,115.4
2019-01-28 19:00,14.3,486.5,41.2,78.5
2019-01-28 20:00,21.1,413.3,48.6,97.1
2019-01-28 21:00,18.5,336.5,51.7,108.4
2019-01-28 22:00,17.7,336.9,35.1,61.7
2019-01-28 23:00,16.8,346.2,47.0,93.4
2019-01-29 00:00,12.0,411.8,52.5,98.5
2019-01-29 01:00,17.7,587.5,54.2,113.4
2019-01-29 02:00,24.0,874.1,38.5,74.0
2019-01-29 03:00,21.1,1175.8,43.3,79.0
2019-01-29 04:00,21.1,1927.2,38.4,75.3
2019-01-29 05:00,18.1,2374.3,52.3,108.8
2019-01-29 06:00,14.4,1654.7,37.5,58.5
2019-01-29 07:00,9.4,1200.4,33.3,60.4
2019-01-29 08:00,9.8,863.7,51.4,98.6
2019-01-29 09:00,13.8,1496.7,46.0,87.9
2019-01-29 10:00,35.8,950.2,48.6,97.5
2019-01-29 11:00,46.5,1586.7,55.1,116.9
2019-01-29 12:00,33.2,1788.4,45.1,97.3
2019-01-29 13:00,23.2,1309.5,65.2,136.2
2019-01-29 14:00,30.7,1102.0,62.2,126.6
